pubmed	haspdf	year	journal
22156375	1	2012	Nucleic Acids Res
22169952	1	2012	Nucleic Acids Res
22180533	1	2012	Nucleic Acids Res
22187158	1	2012	Nucleic Acids Res
22210859	1	2012	Nucleic Acids Res
22210883	1	2012	Nucleic Acids Res
22210884	1	2012	Nucleic Acids Res
22210892	1	2012	Nucleic Acids Res
22210897	1	2012	Nucleic Acids Res
22223246	1	2012	Nucleic Acids Res
22223247	1	2012	Nucleic Acids Res
22234878	1	2012	Nucleic Acids Res
22238374	1	2012	Nucleic Acids Res
22241778	1	2012	Nucleic Acids Res
22270084	1	2012	Nucleic Acids Res
22287635	1	2012	Nucleic Acids Res
22319210	1	2012	Nucleic Acids Res
22319212	1	2012	Nucleic Acids Res
22319213	1	2012	Nucleic Acids Res
22319216	1	2012	Nucleic Acids Res
22344693	1	2012	Nucleic Acids Res
22362746	1	2012	Nucleic Acids Res
22362753	1	2012	Nucleic Acids Res
22362755	1	2012	Nucleic Acids Res
22383580	1	2012	Nucleic Acids Res
22402492	1	2012	Nucleic Acids Res
22422842	1	2012	Nucleic Acids Res
22447450	1	2012	Nucleic Acids Res
22492706	1	2012	Nucleic Acids Res
22492709	1	2012	Nucleic Acids Res
22495932	1	2012	Nucleic Acids Res
22495934	1	2012	Nucleic Acids Res
22505576	1	2012	Nucleic Acids Res
22561375	1	2012	Nucleic Acids Res
22570411	1	2012	Nucleic Acids Res
22573176	1	2012	Nucleic Acids Res
22581771	1	2012	Nucleic Acids Res
22581777	1	2012	Nucleic Acids Res
22581778	1	2012	Nucleic Acids Res
22638570	1	2012	Nucleic Acids Res
22638581	1	2012	Nucleic Acids Res
22649058	1	2012	Nucleic Acids Res
22684502	1	2012	Nucleic Acids Res
22684508	1	2012	Nucleic Acids Res
22718973	1	2012	Nucleic Acids Res
22718976	1	2012	Nucleic Acids Res
22730289	1	2012	Nucleic Acids Res
22730291	1	2012	Nucleic Acids Res
22730302	1	2012	Nucleic Acids Res
22735704	1	2012	Nucleic Acids Res
22735705	1	2012	Nucleic Acids Res
22740648	1	2012	Nucleic Acids Res
22740650	1	2012	Nucleic Acids Res
22740652	1	2012	Nucleic Acids Res
22740654	1	2012	Nucleic Acids Res
22753030	1	2012	Nucleic Acids Res
22753033	1	2012	Nucleic Acids Res
22772983	1	2012	Nucleic Acids Res
22810206	1	2012	Nucleic Acids Res
22810208	1	2012	Nucleic Acids Res
22821565	1	2012	Nucleic Acids Res
22821566	1	2012	Nucleic Acids Res
22833610	1	2012	Nucleic Acids Res
22844086	1	2012	Nucleic Acids Res
22844087	1	2012	Nucleic Acids Res
22850744	1	2012	Nucleic Acids Res
22859735	1	2012	Nucleic Acids Res
22879379	1	2012	Nucleic Acids Res
22904064	1	2012	Nucleic Acids Res
22904065	1	2012	Nucleic Acids Res
22904067	1	2012	Nucleic Acids Res
22923521	1	2012	Nucleic Acids Res
22941637	1	2012	Nucleic Acids Res
22941645	1	2012	Nucleic Acids Res
22965115	1	2012	Nucleic Acids Res
22965116	1	2012	Nucleic Acids Res
22987071	1	2012	Nucleic Acids Res
23042675	1	2012	Nucleic Acids Res
23042680	1	2012	Nucleic Acids Res
23066095	1	2012	Nucleic Acids Res
23087373	1	2013	Nucleic Acids Res
23125361	1	2013	Nucleic Acids Res
23125370	1	2013	Nucleic Acids Res
23143100	1	2013	Nucleic Acids Res
23143104	1	2013	Nucleic Acids Res
23161687	1	2013	Nucleic Acids Res
23180766	1	2013	Nucleic Acids Res
23180782	1	2013	Nucleic Acids Res
23185045	1	2013	Nucleic Acids Res
23221637	1	2013	Nucleic Acids Res
23241245	1	2013	Nucleic Acids Res
23254331	1	2013	Nucleic Acids Res
23258707	1	2013	Nucleic Acids Res
23268447	1	2013	Nucleic Acids Res
23275536	1	2013	Nucleic Acids Res
23275542	1	2013	Nucleic Acids Res
23275553	1	2013	Nucleic Acids Res
23275557	1	2013	Nucleic Acids Res
23275558	1	2013	Nucleic Acids Res
23293002	1	2013	Nucleic Acids Res
23295670	1	2013	Nucleic Acids Res
23325855	1	2013	Nucleic Acids Res
23355608	1	2013	Nucleic Acids Res
23396440	1	2013	Nucleic Acids Res
23396444	1	2013	Nucleic Acids Res
23408853	1	2013	Nucleic Acids Res
23408857	1	2013	Nucleic Acids Res
23420868	1	2013	Nucleic Acids Res
23444137	1	2013	Nucleic Acids Res
23444141	1	2013	Nucleic Acids Res
23449223	1	2013	Nucleic Acids Res
23460202	1	2013	Nucleic Acids Res
23535145	1	2013	Nucleic Acids Res
23558747	1	2013	Nucleic Acids Res
23571754	1	2013	Nucleic Acids Res
23630316	1	2013	Nucleic Acids Res
23680784	1	2013	Nucleic Acids Res
23723244	1	2013	Nucleic Acids Res
23863840	1	2013	Nucleic Acids Res
23863842	1	2013	Nucleic Acids Res
23863844	1	2013	Nucleic Acids Res
23913414	1	2013	Nucleic Acids Res
23921639	1	2013	Nucleic Acids Res
23935075	1	2013	Nucleic Acids Res
23945935	1	2013	Nucleic Acids Res
23965306	1	2013	Nucleic Acids Res
23969417	1	2013	Nucleic Acids Res
23975195	1	2013	Nucleic Acids Res
23982517	1	2013	Nucleic Acids Res
24005041	1	2013	Nucleic Acids Res
24013561	1	2013	Nucleic Acids Res
24030710	1	2013	Nucleic Acids Res
24038355	1	2013	Nucleic Acids Res
24038357	1	2013	Nucleic Acids Res
24038359	1	2013	Nucleic Acids Res
24049075	1	2013	Nucleic Acids Res
24049080	1	2014	Nucleic Acids Res
24049082	1	2014	Nucleic Acids Res
24049083	1	2014	Nucleic Acids Res
24064250	1	2014	Nucleic Acids Res
24068553	1	2014	Nucleic Acids Res
24071582	1	2014	Nucleic Acids Res
24071584	1	2014	Nucleic Acids Res
24078251	1	2014	Nucleic Acids Res
24078252	1	2014	Nucleic Acids Res
24097435	1	2014	Nucleic Acids Res
24106088	1	2014	Nucleic Acids Res
24137001	1	2014	Nucleic Acids Res
24150939	1	2014	Nucleic Acids Res
24157833	1	2014	Nucleic Acids Res
24163099	1	2014	Nucleic Acids Res
24165879	1	2014	Nucleic Acids Res
24174547	1	2014	Nucleic Acids Res
24194590	1	2014	Nucleic Acids Res
24194600	1	2014	Nucleic Acids Res
24214992	1	2014	Nucleic Acids Res
24217912	1	2014	Nucleic Acids Res
24234436	1	2014	Nucleic Acids Res
24285299	1	2014	Nucleic Acids Res
24304892	1	2014	Nucleic Acids Res
24304900	1	2014	Nucleic Acids Res
24335145	1	2014	Nucleic Acids Res
24335282	1	2014	Nucleic Acids Res
24366877	1	2014	Nucleic Acids Res
24413561	1	2014	Nucleic Acids Res
24423872	1	2014	Nucleic Acids Res
24459135	1	2014	Nucleic Acids Res
24489120	1	2014	Nucleic Acids Res
24520112	1	2014	Nucleic Acids Res
24520114	1	2014	Nucleic Acids Res
24728990	1	2014	Nucleic Acids Res
24803675	1	2014	Nucleic Acids Res
24810853	1	2014	Nucleic Acids Res
24829461	1	2014	Nucleic Acids Res
24831542	1	2014	Nucleic Acids Res
24860166	1	2014	Nucleic Acids Res
24939901	1	2014	Nucleic Acids Res
24957598	1	2014	Nucleic Acids Res
24992960	1	2014	Nucleic Acids Res
25030899	1	2014	Nucleic Acids Res
25056314	1	2014	Nucleic Acids Res
25092918	1	2014	Nucleic Acids Res
25100870	1	2014	Nucleic Acids Res
25143535	1	2014	Nucleic Acids Res
25190460	1	2014	Nucleic Acids Res
25348409	1	2015	Nucleic Acids Res
25352548	1	2014	Nucleic Acids Res
25355512	1	2014	Nucleic Acids Res
25361975	1	2014	Nucleic Acids Res
25378300	1	2014	Nucleic Acids Res
25428364	1	2014	Nucleic Acids Res
25452336	1	2015	Nucleic Acids Res
25488815	1	2015	Nucleic Acids Res
25520194	1	2015	Nucleic Acids Res
25539913	1	2015	Nucleic Acids Res
25539920	1	2015	Nucleic Acids Res
25539921	1	2015	Nucleic Acids Res
25539924	1	2015	Nucleic Acids Res
25552414	1	2015	Nucleic Acids Res
25567987	1	2015	Nucleic Acids Res
25578964	1	2015	Nucleic Acids Res
25609696	1	2015	Nucleic Acids Res
25653160	1	2015	Nucleic Acids Res
25662603	1	2015	Nucleic Acids Res
25712100	1	2015	Nucleic Acids Res
25735743	1	2015	Nucleic Acids Res
25753662	1	2015	Nucleic Acids Res
25769527	1	2015	Nucleic Acids Res
25779046	1	2015	Nucleic Acids Res
25820426	1	2015	Nucleic Acids Res
25820427	1	2015	Nucleic Acids Res
25845598	1	2015	Nucleic Acids Res
25845601	1	2015	Nucleic Acids Res
25870414	1	2015	Nucleic Acids Res
25873625	1	2015	Nucleic Acids Res
25883152	1	2015	Nucleic Acids Res
25897113	1	2015	Nucleic Acids Res
25925565	1	2015	Nucleic Acids Res
25990720	1	2015	Nucleic Acids Res
26007655	1	2015	Nucleic Acids Res
26071953	1	2015	Nucleic Acids Res
26082496	1	2015	Nucleic Acids Res
26130713	1	2015	Nucleic Acids Res
26138486	1	2015	Nucleic Acids Res
26150426	1	2015	Nucleic Acids Res
26160886	1	2015	Nucleic Acids Res
26187992	1	2015	Nucleic Acids Res
26250109	1	2015	Nucleic Acids Res
26253742	1	2015	Nucleic Acids Res
26264663	1	2015	Nucleic Acids Res
26304540	1	2015	Nucleic Acids Res
26304544	1	2015	Nucleic Acids Res
26350215	1	2016	Nucleic Acids Res
26358810	1	2016	Nucleic Acids Res
26365237	1	2016	Nucleic Acids Res
26384419	1	2016	Nucleic Acids Res
26384430	1	2015	Nucleic Acids Res
26384565	1	2016	Nucleic Acids Res
26400161	1	2016	Nucleic Acids Res
26400164	1	2016	Nucleic Acids Res
26400168	1	2016	Nucleic Acids Res
26400169	1	2016	Nucleic Acids Res
26405201	1	2016	Nucleic Acids Res
26420826	1	2015	Nucleic Acids Res
26420831	1	2016	Nucleic Acids Res
26420834	1	2016	Nucleic Acids Res
26429970	1	2016	Nucleic Acids Res
26438536	1	2016	Nucleic Acids Res
26438538	1	2016	Nucleic Acids Res
26446986	1	2016	Nucleic Acids Res
26446987	1	2015	Nucleic Acids Res
26446990	1	2015	Nucleic Acids Res
26446991	1	2016	Nucleic Acids Res
26446992	1	2016	Nucleic Acids Res
26446995	1	2016	Nucleic Acids Res
26464439	1	2016	Nucleic Acids Res
26464440	1	2016	Nucleic Acids Res
26467477	1	2016	Nucleic Acids Res
26476451	1	2015	Nucleic Acids Res
26481358	1	2016	Nucleic Acids Res
26503255	1	2016	Nucleic Acids Res
26507857	1	2016	Nucleic Acids Res
26511095	1	2016	Nucleic Acids Res
26516186	1	2016	Nucleic Acids Res
26519470	1	2016	Nucleic Acids Res
26527719	1	2016	Nucleic Acids Res
26527723	1	2016	Nucleic Acids Res
26527726	1	2016	Nucleic Acids Res
26527730	1	2016	Nucleic Acids Res
26553800	1	2016	Nucleic Acids Res
26553810	1	2016	Nucleic Acids Res
26578561	1	2016	Nucleic Acids Res
26578563	1	2016	Nucleic Acids Res
26578583	1	2016	Nucleic Acids Res
26578586	1	2016	Nucleic Acids Res
26578587	1	2016	Nucleic Acids Res
26578588	1	2016	Nucleic Acids Res
26578594	1	2016	Nucleic Acids Res
26578598	1	2016	Nucleic Acids Res
26578600	1	2016	Nucleic Acids Res
26578602	1	2016	Nucleic Acids Res
26582913	1	2016	Nucleic Acids Res
26582923	1	2016	Nucleic Acids Res
26582928	1	2016	Nucleic Acids Res
26586802	1	2016	Nucleic Acids Res
26586808	1	2016	Nucleic Acids Res
26590254	1	2016	Nucleic Acids Res
26590255	1	2016	Nucleic Acids Res
26590257	1	2016	Nucleic Acids Res
26590258	1	2016	Nucleic Acids Res
26590260	1	2016	Nucleic Acids Res
26590403	1	2016	Nucleic Acids Res
26590405	1	2016	Nucleic Acids Res
26609133	1	2016	Nucleic Acids Res
26609135	1	2016	Nucleic Acids Res
26612861	1	2016	Nucleic Acids Res
26612865	1	2016	Nucleic Acids Res
26612867	1	2016	Nucleic Acids Res
26615201	1	2016	Nucleic Acids Res
26635399	1	2016	Nucleic Acids Res
26656490	1	2016	Nucleic Acids Res
26656491	1	2016	Nucleic Acids Res
26656492	1	2016	Nucleic Acids Res
26656493	1	2016	Nucleic Acids Res
26657631	1	2016	Nucleic Acids Res
26657635	1	2016	Nucleic Acids Res
26657637	1	2016	Nucleic Acids Res
26657638	1	2016	Nucleic Acids Res
26657642	1	2016	Nucleic Acids Res
26673693	1	2016	Nucleic Acids Res
26673700	1	2016	Nucleic Acids Res
26673701	1	2016	Nucleic Acids Res
26673710	1	2016	Nucleic Acids Res
26673712	1	2016	Nucleic Acids Res
26673714	1	2016	Nucleic Acids Res
26673717	1	2016	Nucleic Acids Res
26673720	1	2016	Nucleic Acids Res
26681690	1	2016	Nucleic Acids Res
26681691	1	2016	Nucleic Acids Res
26682797	1	2016	Nucleic Acids Res
26687720	1	2016	Nucleic Acids Res
26704968	1	2016	Nucleic Acids Res
26704971	1	2016	Nucleic Acids Res
26704979	1	2016	Nucleic Acids Res
26704980	1	2016	Nucleic Acids Res
26704983	1	2016	Nucleic Acids Res
26712563	1	2016	Nucleic Acids Res
26717983	1	2016	Nucleic Acids Res
26717985	1	2016	Nucleic Acids Res
26721386	1	2016	Nucleic Acids Res
26721387	1	2016	Nucleic Acids Res
26721389	1	2016	Nucleic Acids Res
26740580	1	2016	Nucleic Acids Res
26740581	1	2016	Nucleic Acids Res
26740582	1	2016	Nucleic Acids Res
26743004	1	2016	Nucleic Acids Res
26743005	1	2016	Nucleic Acids Res
26762974	1	2016	Nucleic Acids Res
26762976	1	2016	Nucleic Acids Res
26762977	1	2016	Nucleic Acids Res
26762978	1	2016	Nucleic Acids Res
26762983	1	2016	Nucleic Acids Res
26773060	1	2016	Nucleic Acids Res
26786317	1	2016	Nucleic Acids Res
26819407	1	2016	Nucleic Acids Res
26819409	1	2016	Nucleic Acids Res
26819410	1	2016	Nucleic Acids Res
26819411	1	2016	Nucleic Acids Res
26823500	1	2016	Nucleic Acids Res
26825461	1	2016	Nucleic Acids Res
26825462	1	2016	Nucleic Acids Res
26826709	1	2016	Nucleic Acids Res
26826711	1	2016	Nucleic Acids Res
26833260	1	2016	Nucleic Acids Res
26837576	1	2016	Nucleic Acids Res
26843429	1	2016	Nucleic Acids Res
26843430	1	2016	Nucleic Acids Res
26850640	1	2016	Nucleic Acids Res
26850641	1	2016	Nucleic Acids Res
26857545	1	2016	Nucleic Acids Res
26873923	1	2016	Nucleic Acids Res
26883629	1	2016	Nucleic Acids Res
26883630	1	2016	Nucleic Acids Res
26883631	1	2016	Nucleic Acids Res
26883632	1	2016	Nucleic Acids Res
26883634	1	2016	Nucleic Acids Res
26883636	1	2016	Nucleic Acids Res
26887819	1	2016	Nucleic Acids Res
26887820	1	2016	Nucleic Acids Res
26893355	1	2016	Nucleic Acids Res
26896797	1	2016	Nucleic Acids Res
26896798	1	2016	Nucleic Acids Res
26908652	1	2016	Nucleic Acids Res
26912830	1	2016	Nucleic Acids Res
26917013	1	2016	Nucleic Acids Res
26917015	1	2016	Nucleic Acids Res
26926106	1	2016	Nucleic Acids Res
26926109	1	2016	Nucleic Acids Res
26935580	1	2016	Nucleic Acids Res
26935581	1	2016	Nucleic Acids Res
26939885	1	2016	Nucleic Acids Res
26939888	1	2016	Nucleic Acids Res
26945044	1	2016	Nucleic Acids Res
26951377	1	2016	Nucleic Acids Res
26969736	1	2016	Nucleic Acids Res
26975654	1	2016	Nucleic Acids Res
26980279	1	2016	Nucleic Acids Res
26980280	1	2016	Nucleic Acids Res
26980281	1	2016	Nucleic Acids Res
26984530	1	2016	Nucleic Acids Res
27001508	1	2016	Nucleic Acids Res
27001513	1	2016	Nucleic Acids Res
27001518	1	2016	Nucleic Acids Res
27001519	1	2016	Nucleic Acids Res
27016738	1	2016	Nucleic Acids Res
27034466	1	2016	Nucleic Acids Res
27060134	1	2016	Nucleic Acids Res
27060136	1	2016	Nucleic Acids Res
27060137	1	2016	Nucleic Acids Res
27060138	1	2016	Nucleic Acids Res
27060144	1	2016	Nucleic Acids Res
27079976	1	2016	Nucleic Acids Res
27084934	1	2016	Nucleic Acids Res
27084936	1	2016	Nucleic Acids Res
27084940	1	2016	Nucleic Acids Res
27084945	1	2016	Nucleic Acids Res
27095197	1	2016	Nucleic Acids Res
27095199	1	2016	Nucleic Acids Res
27095202	1	2016	Nucleic Acids Res
27095204	1	2016	Nucleic Acids Res
27098040	1	2016	Nucleic Acids Res
27105841	1	2016	Nucleic Acids Res
27105842	1	2016	Nucleic Acids Res
27105846	1	2016	Nucleic Acids Res
27112566	1	2016	Nucleic Acids Res
27112568	1	2016	Nucleic Acids Res
27112570	1	2016	Nucleic Acids Res
27112571	1	2016	Nucleic Acids Res
27131361	1	2016	Nucleic Acids Res
27131363	1	2016	Nucleic Acids Res
27131367	1	2016	Nucleic Acids Res
27131369	1	2016	Nucleic Acids Res
27131378	1	2016	Nucleic Acids Res
27131787	1	2016	Nucleic Acids Res
27137888	1	2016	Nucleic Acids Res
27141964	1	2016	Nucleic Acids Res
27141965	1	2016	Nucleic Acids Res
27151200	1	2016	Nucleic Acids Res
27166368	1	2016	Nucleic Acids Res
27166374	1	2016	Nucleic Acids Res
27166376	1	2016	Nucleic Acids Res
27166378	1	2016	Nucleic Acids Res
27179026	1	2016	Nucleic Acids Res
27179028	1	2016	Nucleic Acids Res
27179030	1	2016	Nucleic Acids Res
27193996	1	2016	Nucleic Acids Res
27198222	1	2016	Nucleic Acids Res
27198223	1	2016	Nucleic Acids Res
27207879	1	2016	Nucleic Acids Res
27207882	1	2016	Nucleic Acids Res
27216817	1	2016	Nucleic Acids Res
27220464	1	2016	Nucleic Acids Res
27220467	1	2016	Nucleic Acids Res
27220468	1	2016	Nucleic Acids Res
27220469	1	2016	Nucleic Acids Res
27220470	1	2016	Nucleic Acids Res
27226492	1	2016	Nucleic Acids Res
27226494	1	2016	Nucleic Acids Res
27229136	1	2016	Nucleic Acids Res
27229139	1	2016	Nucleic Acids Res
27235414	1	2016	Nucleic Acids Res
27257060	1	2016	Nucleic Acids Res
27257061	1	2016	Nucleic Acids Res
27257063	1	2016	Nucleic Acids Res
27257070	1	2016	Nucleic Acids Res
27260798	1	2016	Nucleic Acids Res
27280978	1	2016	Nucleic Acids Res
27288447	1	2016	Nucleic Acids Res
27298253	1	2016	Nucleic Acids Res
27298254	1	2016	Nucleic Acids Res
27302134	1	2016	Nucleic Acids Res
27317694	1	2016	Nucleic Acids Res
27317696	1	2016	Nucleic Acids Res
27317697	1	2016	Nucleic Acids Res
27317698	1	2016	Nucleic Acids Res
27325740	1	2016	Nucleic Acids Res
27325744	1	2016	Nucleic Acids Res
27325745	1	2016	Nucleic Acids Res
27325748	1	2016	Nucleic Acids Res
27330138	1	2016	Nucleic Acids Res
27342278	1	2016	Nucleic Acids Res
27342281	1	2016	Nucleic Acids Res
27353329	1	2016	Nucleic Acids Res
27353331	1	2016	Nucleic Acids Res
27365047	1	2016	Nucleic Acids Res
27365048	1	2016	Nucleic Acids Res
27369383	1	2016	Nucleic Acids Res
27378781	1	2016	Nucleic Acids Res
27378782	1	2016	Nucleic Acids Res
27382069	1	2016	Nucleic Acids Res
27402158	1	2016	Nucleic Acids Res
27402160	1	2016	Nucleic Acids Res
27407105	1	2016	Nucleic Acids Res
27407111	1	2016	Nucleic Acids Res
27407112	1	2016	Nucleic Acids Res
27407113	1	2016	Nucleic Acids Res
27418678	1	2016	Nucleic Acids Res
27431323	1	2016	Nucleic Acids Res
27431324	1	2016	Nucleic Acids Res
27436286	1	2016	Nucleic Acids Res
27436288	1	2016	Nucleic Acids Res
27439711	1	2016	Nucleic Acids Res
27439714	1	2016	Nucleic Acids Res
27458201	1	2016	Nucleic Acids Res
27466392	1	2016	Nucleic Acids Res
27471030	1	2016	Nucleic Acids Res
27471034	1	2016	Nucleic Acids Res
27484474	1	2016	Nucleic Acids Res
27484482	1	2016	Nucleic Acids Res
27507886	1	2016	Nucleic Acids Res
27515512	1	2016	Nucleic Acids Res
27521372	1	2016	Nucleic Acids Res
27530425	1	2016	Nucleic Acids Res
27536005	1	2016	Nucleic Acids Res
27550180	1	2016	Nucleic Acids Res
27550181	1	2016	Nucleic Acids Res
27557707	1	2016	Nucleic Acids Res
27557709	1	2016	Nucleic Acids Res
27557711	1	2017	Nucleic Acids Res
27566146	1	2016	Nucleic Acids Res
27566151	1	2017	Nucleic Acids Res
27566152	1	2016	Nucleic Acids Res
27568003	1	2017	Nucleic Acids Res
27574117	1	2016	Nucleic Acids Res
27576532	1	2016	Nucleic Acids Res
27580719	1	2016	Nucleic Acids Res
27580721	1	2016	Nucleic Acids Res
27587582	1	2016	Nucleic Acids Res
27587586	1	2016	Nucleic Acids Res
27591252	1	2016	Nucleic Acids Res
27596594	1	2016	Nucleic Acids Res
27596602	1	2016	Nucleic Acids Res
27599843	1	2016	Nucleic Acids Res
27599845	1	2016	Nucleic Acids Res
27599846	1	2016	Nucleic Acids Res
27604870	1	2016	Nucleic Acids Res
27604872	1	2016	Nucleic Acids Res
27613418	1	2016	Nucleic Acids Res
27614072	1	2017	Nucleic Acids Res
27625393	1	2016	Nucleic Acids Res
27625394	1	2016	Nucleic Acids Res
27625395	1	2016	Nucleic Acids Res
27625398	1	2016	Nucleic Acids Res
27634930	1	2017	Nucleic Acids Res
27634931	1	2016	Nucleic Acids Res
27638883	1	2016	Nucleic Acids Res
27638884	1	2016	Nucleic Acids Res
27638886	1	2017	Nucleic Acids Res
27651452	1	2017	Nucleic Acids Res
27651453	1	2017	Nucleic Acids Res
27651460	1	2016	Nucleic Acids Res
27651462	1	2016	Nucleic Acids Res
27651463	1	2017	Nucleic Acids Res
27655631	1	2016	Nucleic Acids Res
27672034	1	2017	Nucleic Acids Res
27679477	1	2017	Nucleic Acids Res
27679479	1	2017	Nucleic Acids Res
27683219	1	2016	Nucleic Acids Res
27683224	1	2016	Nucleic Acids Res
27694307	1	2016	Nucleic Acids Res
27694308	1	2016	Nucleic Acids Res
27694309	1	2017	Nucleic Acids Res
27694619	1	2016	Nucleic Acids Res
27694624	1	2016	Nucleic Acids Res
27694626	1	2016	Nucleic Acids Res
27701074	1	2017	Nucleic Acids Res
27701075	1	2017	Nucleic Acids Res
27733504	1	2016	Nucleic Acids Res
27733505	1	2017	Nucleic Acids Res
27733506	1	2016	Nucleic Acids Res
27738139	1	2016	Nucleic Acids Res
27789689	1	2017	Nucleic Acids Res
27789692	1	2017	Nucleic Acids Res
27789695	1	2016	Nucleic Acids Res
27789704	1	2017	Nucleic Acids Res
27789706	1	2017	Nucleic Acids Res
27799467	1	2017	Nucleic Acids Res
27799472	1	2017	Nucleic Acids Res
27899570	1	2017	Nucleic Acids Res
27899587	1	2017	Nucleic Acids Res
27899590	1	2017	Nucleic Acids Res
27899593	1	2017	Nucleic Acids Res
27899606	1	2017	Nucleic Acids Res
27899610	1	2017	Nucleic Acids Res
27899613	1	2017	Nucleic Acids Res
27899621	1	2017	Nucleic Acids Res
27899629	1	2017	Nucleic Acids Res
27899633	1	2017	Nucleic Acids Res
27899636	1	2017	Nucleic Acids Res
27899639	1	2017	Nucleic Acids Res
27899655	1	2017	Nucleic Acids Res
27899659	1	2017	Nucleic Acids Res
27903882	1	2016	Nucleic Acids Res
27903888	1	2017	Nucleic Acids Res
27903893	1	2017	Nucleic Acids Res
27903895	1	2017	Nucleic Acids Res
27903900	1	2017	Nucleic Acids Res
27903901	1	2017	Nucleic Acids Res
27903915	1	2017	Nucleic Acids Res
27907895	1	2017	Nucleic Acids Res
27907896	1	2017	Nucleic Acids Res
27913725	1	2017	Nucleic Acids Res
27913727	1	2017	Nucleic Acids Res
27913729	1	2017	Nucleic Acids Res
27913733	1	2017	Nucleic Acids Res
27915233	1	2017	Nucleic Acids Res
27915293	1	2016	Nucleic Acids Res
27923994	1	2017	Nucleic Acids Res
27923995	1	2017	Nucleic Acids Res
27923996	1	2017	Nucleic Acids Res
27923997	1	2017	Nucleic Acids Res
27923998	1	2017	Nucleic Acids Res
27924002	1	2017	Nucleic Acids Res
27924006	1	2017	Nucleic Acids Res
27924031	1	2017	Nucleic Acids Res
27928058	1	2017	Nucleic Acids Res
27940552	1	2017	Nucleic Acids Res
27940555	1	2017	Nucleic Acids Res
27956495	1	2017	Nucleic Acids Res
27956496	1	2017	Nucleic Acids Res
27956497	1	2017	Nucleic Acids Res
27956498	1	2017	Nucleic Acids Res
27965414	1	2017	Nucleic Acids Res
27980063	1	2017	Nucleic Acids Res
27980064	1	2017	Nucleic Acids Res
27994030	1	2017	Nucleic Acids Res
27994034	1	2017	Nucleic Acids Res
27998933	1	2017	Nucleic Acids Res
28003475	1	2017	Nucleic Acids Res
28003476	1	2017	Nucleic Acids Res
28039324	1	2017	Nucleic Acids Res
28039326	1	2017	Nucleic Acids Res
28053116	1	2017	Nucleic Acids Res
28053119	1	2017	Nucleic Acids Res
28053121	1	2017	Nucleic Acids Res
28053125	1	2017	Nucleic Acids Res
28053162	1	2017	Nucleic Acids Res
28062854	1	2017	Nucleic Acids Res
28062857	1	2017	Nucleic Acids Res
28073943	1	2017	Nucleic Acids Res
28077560	1	2017	Nucleic Acids Res
28082389	1	2017	Nucleic Acids Res
28082391	1	2017	Nucleic Acids Res
28082392	1	2017	Nucleic Acids Res
28082393	1	2017	Nucleic Acids Res
28100692	1	2017	Nucleic Acids Res
28108655	1	2017	Nucleic Acids Res
28108661	1	2017	Nucleic Acids Res
28115626	1	2017	Nucleic Acids Res
28115629	1	2017	Nucleic Acids Res
28115634	1	2017	Nucleic Acids Res
28115638	1	2017	Nucleic Acids Res
28119415	1	2017	Nucleic Acids Res
28123038	1	2017	Nucleic Acids Res
28132025	1	2017	Nucleic Acids Res
28132026	1	2017	Nucleic Acids Res
28158503	1	2017	Nucleic Acids Res
28158620	1	2017	Nucleic Acids Res
28158851	1	2017	Nucleic Acids Res
28160598	1	2017	Nucleic Acids Res
28160604	1	2017	Nucleic Acids Res
28161714	1	2017	Nucleic Acids Res
28168301	1	2017	Nucleic Acids Res
28168305	1	2017	Nucleic Acids Res
28180282	1	2017	Nucleic Acids Res
28180284	1	2017	Nucleic Acids Res
28180290	1	2017	Nucleic Acids Res
28180298	1	2017	Nucleic Acids Res
28180301	1	2017	Nucleic Acids Res
28180317	1	2017	Nucleic Acids Res
28180319	1	2017	Nucleic Acids Res
28180327	1	2017	Nucleic Acids Res
28180335	1	2017	Nucleic Acids Res
28199696	1	2017	Nucleic Acids Res
28201653	1	2017	Nucleic Acids Res
28201688	1	2017	Nucleic Acids Res
28204548	1	2017	Nucleic Acids Res
28204608	1	2017	Nucleic Acids Res
28204611	1	2017	Nucleic Acids Res
28204635	1	2017	Nucleic Acids Res
28334749	1	2017	Nucleic Acids Res
28334750	1	2017	Nucleic Acids Res
28334758	1	2017	Nucleic Acids Res
28334773	1	2017	Nucleic Acids Res
28334776	1	2017	Nucleic Acids Res
28334803	1	2017	Nucleic Acids Res
28334807	1	2017	Nucleic Acids Res
28334816	1	2017	Nucleic Acids Res
28334833	1	2017	Nucleic Acids Res
28334850	1	2017	Nucleic Acids Res
28334891	1	2017	Nucleic Acids Res
28334900	1	2017	Nucleic Acids Res
28334904	1	2017	Nucleic Acids Res
28334928	1	2017	Nucleic Acids Res
28334937	1	2017	Nucleic Acids Res
28334955	1	2017	Nucleic Acids Res
28334966	1	2017	Nucleic Acids Res
28334972	1	2017	Nucleic Acids Res
28335005	1	2017	Nucleic Acids Res
28335007	1	2017	Nucleic Acids Res
28369538	1	2017	Nucleic Acids Res
28369544	1	2017	Nucleic Acids Res
28369545	1	2017	Nucleic Acids Res
28369554	1	2017	Nucleic Acids Res
28369583	1	2017	Nucleic Acids Res
28369619	1	2017	Nucleic Acids Res
28369632	1	2017	Nucleic Acids Res
28369649	1	2017	Nucleic Acids Res
28379505	1	2017	Nucleic Acids Res
